Order_ID,Customer_ID,Customer_Name,Email,Phone,Movie_Title,Theatre,City,Show_Date,Show_Time,Booking_Date,Seat_Type,Quantity,Price,Discount,Total_Amount,Payment_Mode,Payment_Status,Booking_Channel,Seat_Numbers,Feedback_Score,Remarks,Sales_Agent,Is_Refunded,Booking_ID,Screen,Ticket_Type,Promo_Code,Loyalty_Points
ORD103336,CUST22802,John Doe,john701@example.com,98765 43210,,,,12-06-2023,17:15,02-06-2023,Reguler,1,782,15,644.7,UPI,Pending,online,C12,6,Late arrival,Agent C,FALSE,BKG55930,Screen 2,Single,FREESNACK,10
ORD102049,CUST17290,Sangeetha K,sangeetha56@example.com,,Broken Strings,Inox Mall,Mumbai,04-12-2021,14:30,14-11-2021,premium ,2,1420.12,15,2414.2,Card,Pending,Online,"C5,C3",1,,Agent A,TRUE,BKG15333,Screen 2,,save10,0
ORD101848,CUST76319,Ravi Kumar,,12345,The Last Frontier,Grand Theatre,Delhi,04-09-2019,15:45,01-09-2019,Regular,4,1234.29,,4947.16,Card,Paid,Third-Party,"C6,A18,B11,A24",-1,VIP guest,Agent C,,BKG79859,Screen 2,Combo,NEW50,100
ORD107732,CUST34611,Priya Singh,priya184@example.com,98765 43210,Hidden Truths,Cinepolis Plaza,Kolkata,30-04-2022,19:45,23-04-2022,VIP,2,223.18,15,389.4,card,Failed,Third-Party,"C12,A26",6,Cancelled,Agent C,TRUE,BKG60219,Screen 2,Combo,FREESNACK,
ORD109990,CUST21156,Sangeetha K,sangeetha665@example.com,,Midnight Sonata,,Kolkata,26-03-2019,22:30,24-02-2019,Balcony,,1489.05,,,Online,,,,3,VIP guest,Agent B,,BKG13900,Screen 2,Single,NEW50,
ORD107307,CUST66112,John Doe,john398@example.com,9.19142E+11,Midnight Sonata,,Ahmedabad,25-10-2019,23:45,25-09-2019,Regular,-1,1221.12,0,,Cahs,Pending,third party,,2,VIP guest,Agent C,,BKG53868,Screen 2,Family,NEW50,
ORD103768,CUST18800,,user909@example.com,,Ocean's Whisper,Regal Cinema,Kolkata,21-12-2019,15:15,12-12-2019,Premium,1,1069.72,-5,1103.21,Card,Paid,third party,C25,5,VIP guest,Agent C,,BKG15427,,Combo,save10,
ORD102925,CUST34615,,user739@example.com,,The Silent Echo,Regal Cinema,Mumbai,11-11-2023,10:30,08-11-2023,Reguler,-1,1069.23,,,UPI,Pending,,,-1,,Agent A,,BKG48701,Screen 1,Single,FREESNACK,50
ORD105028,CUST23908,,user809@example.com,9.19818E+11,The Silent Echo,PVR Phoenix,Delhi,21-05-2020,12:00,25-04-2020,Premium,1,552.75,0,532.75,UPI,,Box Office,A4,6,Cancelled,Agent C,FALSE,BKG48728,Screen 3,Combo,NEW50,0
ORD103128,CUST18338,Sangeetha K,sangeetha203@example.com,12345,The Silent Echo,Grand Theatre,Delhi,25-11-2022,10:00,13-11-2022,Regular,0,1160.73,-5,,Cahs,Failed,Third-Party,,2,VIP guest,,FALSE,BKG12416,Screen 1,Combo,save10,
ORD107274,CUST86378,,,98765 43210,House of Tricks,Regal Cinema,Bengaluru,16-04-2023,12:00,17-03-2023,Premium,,606.44,50,,card,,Third-Party,,,Late arrival,Agent B,TRUE,BKG70582,Screen 3,,NEW50,10
ORD105704,CUST29691,,user447@example.com,,The Silent Echo,Regal Cinema,,03-02-2025,12:45,24-01-2025,Regular,-1,801.9,25,3677.57,Cahs,Paid,,,6,,Agent A,FALSE,BKG66270,Screen 1,Combo,NEW50,100
ORD109169,CUST22151,,user397@example.com,,Love & Pixels,PVR Phoenix,Kolkata,19-04-2024,16:00,28-03-2024,Premium,1,1492.89,,1492.89,UPI,,Third-Party,C30,2,,,TRUE,BKG72476,Screen 2,Combo,NEW50,50
ORD105892,CUST29721,Amit Sharma,amit504@example.com,9.16867E+11,The Last Frontier,Grand Theatre,Chennai,09-08-2024,17:45,24-07-2024,Regular,0,429.77,15,,Cahs,Failed,,,4,,Agent B,TRUE,BKG55250,Screen 1,Family,save10,0
ORD102788,CUST78699,Ravi Kumar,ravi495@example.com,9.18121E+11,Love & Pixels,,,19-03-2024,20:15,23-02-2024,Reguler,0,297.66,50,,card,Paid,online,,6,Cancelled,Agent C,,BKG77670,Screen 3,Combo,NEW50,0
ORD109218,CUST48853,Ravi Kumar,ravi285@example.com,12345,Ocean's Whisper,Inox Mall,Mumbai,26-04-2024,19:00,31-03-2024,Regular,,759.18,25,2196.32,Cash,Pending,online,,5,Cancelled,Agent C,TRUE,BKG85752,Screen 3,Family,FREESNACK,10
ORD103683,CUST53940,Amit Sharma,amit494@example.com,98765 43210,Space Riders,,Chennai,06-04-2021,20:00,24-03-2021,Reguler,3,360.29,5,1036.81,Cash,Pending,online,"A12,B22,C5",-1,Cancelled,Agent C,TRUE,BKG15290,Screen 2,Family,NEW50,
ORD105663,CUST88873,Ravi Kumar,ravi516@example.com,,The Silent Echo,,Bengaluru,13-07-2020,12:45,14-06-2020,,4,1470.7,15,5010.37,UPI,Pending,Box Office,"C8,A22,B6,C14",3,,Agent B,FALSE,BKG50991,,Single,,100
ORD105236,CUST30673,Priya Singh,priya830@example.com,,Hidden Truths,Cinepolis Plaza,,24-04-2021,10:15,07-04-2021,premium ,,497.94,25,,Online,Failed,online,,3,VIP guest,Agent C,FALSE,BKG57754,Screen 2,Single,FREESNACK,0
ORD106475,CUST95641,Ravi Kumar,ravi357@example.com,9.16773E+11,House of Tricks,,Bengaluru,04-10-2022,15:15,21-09-2022,VIP,2,590.95,0,1191.9,,,,"C24,B3",-1,,,TRUE,BKG31365,Screen 1,Single,save10,200
ORD108177,CUST31238,Amit Sharma,,98765 43210,The Last Frontier,Regal Cinema,Pune,01-02-2025,20:45,08-01-2025,VIP,1,928.74,,938.74,Cash,Failed,Online,B17,6,,Agent A,FALSE,BKG12446,Screen 2,Combo,save10,
ORD108788,CUST87713,Ravi Kumar,ravi146@example.com,,Final Alarm,Regal Cinema,Kolkata,12-09-2021,09:30,12-09-2021,Premium,3,603.04,25,1366.83,Card,Failed,Online,"A26,A15,B8",5,,Agent C,FALSE,BKG13348,Screen 2,,save10,100
ORD108318,CUST73578,,user172@example.com,,Midnight Sonata,Cinepolis Plaza,Hyderabad,20-09-2020,17:00,15-09-2020,Regular,0,1386.17,0,,Online,Paid,Third-Party,,-1,,Agent A,TRUE,BKG30585,Screen 3,Family,,10
ORD102107,CUST99101,,,9.17623E+11,The Silent Echo,,Hyderabad,27-07-2022,17:45,03-07-2022,Premium,3,651.94,-5,2063.62,Online,,online,"C8,A27,B29",5,,,FALSE,BKG73681,Screen 1,Combo,save10,0
ORD104542,CUST3345,Sangeetha K,sangeetha347@example.com,,Love & Pixels,Grand Theatre,Delhi,06-11-2022,21:30,08-10-2022,Balcony,2,179.43,15,305.03,,Failed,third party,"C27,C9",-1,Cancelled,Agent A,FALSE,BKG91600,Screen 2,,,10
ORD109705,CUST95871,Priya Singh,priya516@example.com,9.17912E+11,Midnight Sonata,PVR Phoenix,Delhi,22-03-2023,23:45,21-02-2023,Premium,4,854.08,0,3426.33,Card,Paid,third party,"C4,B16,A8,C23",3,,Agent B,,BKG84123,Screen 3,Combo,FREESNACK,200
ORD104868,CUST27017,Sangeetha K,,9.16286E+11,Midnight Sonata,Inox Mall,Pune,13-09-2021,13:30,25-08-2021,Reguler,1,840.37,5,808.35,UPI,Failed,,C10,3,Cancelled,Agent B,,BKG68894,Screen 1,Family,FREESNACK,50
ORD109182,CUST96738,Priya Singh,priya711@example.com,,,Cinepolis Plaza,Bengaluru,16-04-2020,11:30,18-03-2020,Reguler,4,890.97,0,3573.88,card,Failed,Third-Party,"A15,B5,C23,B19",,,Agent A,TRUE,BKG31460,,Combo,,50
ORD107834,CUST81236,,,9.17372E+11,Love & Pixels,Inox Mall,Hyderabad,23-11-2020,17:15,14-11-2020,VIP,-1,603.96,25,,UPI,Failed,third party,,5,Late arrival,Agent C,FALSE,BKG38930,,Combo,FREESNACK,
ORD105629,CUST66880,Amit Sharma,amit586@example.com,12345,Space Riders,,Hyderabad,28-03-2020,11:00,06-03-2020,Balcony,,210.3,15,,UPI,Paid,Box Office,,3,Cancelled,Agent C,FALSE,BKG41472,Screen 2,Family,save10,
ORD101427,CUST92773,Amit Sharma,amit221@example.com,,Hidden Truths,Inox Mall,Bengaluru,28-03-2025,16:15,06-03-2025,premium ,3,270.11,,810.34,Cash,,third party,"C20,B11,A3",2,VIP guest,Agent B,,BKG37054,,Combo,NEW50,50
ORD106114,CUST25381,,user590@example.com,98765 43210,,PVR Phoenix,Delhi,03-12-2021,15:15,07-11-2021,Premium,,376.73,10,,Cahs,Paid,Third-Party,,,Late arrival,,TRUE,BKG77237,Screen 3,Combo,NEW50,10
ORD103440,CUST22605,Sangeetha K,sangeetha553@example.com,9.16239E+11,Ocean's Whisper,PVR Phoenix,Ahmedabad,01-07-2020,11:15,15-06-2020,,,1293.92,0,,,Failed,Box Office,,1,,Agent A,TRUE,BKG50399,Screen 1,Single,NEW50,200
ORD104527,CUST90575,Priya Singh,priya209@example.com,98765 43210,,Cinepolis Plaza,Pune,30-06-2023,16:45,03-06-2023,Premium,,218.73,-5,,Card,Pending,,,,Late arrival,Agent C,,BKG89355,Screen 3,,NEW50,100
ORD106484,CUST69774,Ravi Kumar,ravi110@example.com,12345,Broken Strings,PVR Phoenix,Kolkata,05-11-2021,11:00,20-10-2021,Balcony,-1,351.71,50,,card,Pending,Box Office,,5,VIP guest,Agent A,FALSE,BKG76841,,,save10,10
ORD102922,CUST87724,Ravi Kumar,ravi92@example.com,,Ocean's Whisper,PVR Phoenix,Ahmedabad,27-01-2023,18:45,30-12-2022,,1,456.27,15,397.83,Cahs,Failed,Box Office,C22,6,Late arrival,Agent A,TRUE,BKG59751,Screen 3,Single,FREESNACK,100
ORD109846,CUST80321,Ravi Kumar,ravi14@example.com,12345,Broken Strings,Regal Cinema,Delhi,06-08-2020,09:45,14-07-2020,Balcony,0,1142.11,50,,Card,,Box Office,,-1,VIP guest,,,BKG68301,Screen 3,Family,NEW50,
ORD105947,CUST99733,John Doe,john665@example.com,9.17212E+11,Ocean's Whisper,Regal Cinema,Ahmedabad,28-07-2024,11:45,28-07-2024,premium ,3,1429.14,50,2153.71,,Pending,online,"A29,B28,C29",2,Cancelled,Agent A,TRUE,BKG93638,Screen 1,,save10,50
ORD107300,CUST57111,,user538@example.com,98765 43210,,,Mumbai,26-03-2025,22:45,24-02-2025,VIP,,465.17,-5,,UPI,Pending,,,4,VIP guest,,FALSE,BKG38036,,Family,,50
ORD100749,CUST86507,,user953@example.com,9.19608E+11,House of Tricks,,Chennai,19-05-2019,22:30,26-04-2019,Regular,2,1048.78,5,1992.69,Cash,,Third-Party,"A29,C27",-1,Late arrival,Agent A,TRUE,BKG66987,Screen 3,,,0
ORD107381,CUST79712,Ravi Kumar,ravi562@example.com,98765 43210,Broken Strings,,Delhi,29-08-2023,16:00,30-07-2023,Balcony,0,948.09,5,4393.7,Cahs,Failed,,,3,VIP guest,Agent B,FALSE,BKG63012,,,save10,200
ORD100083,CUST67402,,user557@example.com,9.17544E+11,Love & Pixels,Inox Mall,Hyderabad,12-11-2020,19:00,25-10-2020,Balcony,-1,663.79,50,,Online,Paid,Online,,2,VIP guest,Agent B,TRUE,BKG83137,Screen 2,,,50
ORD104035,CUST81416,,user257@example.com,,The Silent Echo,Cinepolis Plaza,Hyderabad,20-04-2025,13:45,17-04-2025,premium ,1,1011.17,5,960.61,UPI,Failed,online,B7,1,Cancelled,Agent C,FALSE,BKG34330,,Single,NEW50,50
ORD105622,CUST14837,,user502@example.com,12345,House of Tricks,,Pune,29-08-2025,15:45,01-08-2025,Reguler,3,679.42,0,2038.26,Cahs,Failed,online,"C7,B18,B23",,Late arrival,,,BKG82940,,Family,,100
ORD104224,CUST16770,Sangeetha K,sangeetha159example.com,,Love & Pixels,,Bengaluru,30-04-2023,17:00,05-04-2023,Regular,2,1004.98,,1989.96,Online,Pending,Online,"C15,C19",4,Late arrival,Agent C,TRUE,BKG35496,,Family,,50
ORD102523,CUST13867,John Doe,john336@example.com,,Final Alarm,Grand Theatre,Bengaluru,09-10-2021,14:30,09-09-2021,Regular,,470.88,25,,UPI,,third party,,1,VIP guest,Agent B,,BKG47316,,Single,save10,100
ORD108884,CUST86657,,user378@example.com,,The Last Frontier,Grand Theatre,Bengaluru,03-08-2022,22:15,17-07-2022,Reguler,-1,0,10,1545.7,,Paid,Online,,5,VIP guest,Agent B,FALSE,BKG90839,Screen 2,Family,FREESNACK,100
ORD101431,CUST96042,Priya Singh,priya489@example.com,9.17292E+11,The Last Frontier,Cinepolis Plaza,Mumbai,10-11-2023,17:30,22-10-2023,,0,282.52,10,,Card,Failed,online,,3,,Agent C,FALSE,BKG64809,Screen 1,,,0
ORD101852,CUST93231,John Doe,,9.19773E+11,The Silent Echo,Cinepolis Plaza,Kolkata,28-06-2022,22:45,23-06-2022,VIP,2,1493.34,,2996.68,Cash,,,"A26,C29",1,Cancelled,,FALSE,BKG73709,Screen 3,Combo,,200
ORD102558,CUST82918,Priya Singh,priya643@example.com,98765 43210,House of Tricks,Cinepolis Plaza,,11-06-2024,11:15,30-05-2024,Balcony,4,493.42,50,966.83,Cahs,Failed,,"C18,A4,C9,B16",,,,FALSE,BKG63562,Screen 1,Family,NEW50,200
ORD108883,CUST49085,,user308@example.com,98765 43210,Final Alarm,Grand Theatre,Mumbai,27-06-2020,12:45,05-06-2020,premium ,,100.48,,4216.08,Online,Paid,Box Office,,-1,,Agent C,FALSE,BKG46116,Screen 2,Family,,100
ORD104307,CUST60916,Priya Singh,priya842@example.com,,Final Alarm,Regal Cinema,Bengaluru,30-05-2024,13:45,19-05-2024,Reguler,3,1395.12,-5,4374.63,Online,Paid,Online,"A21,C16,C25",5,Late arrival,Agent B,,BKG81757,Screen 3,Family,NEW50,10
ORD104500,CUST42662,,user822@example.com,,Ocean's Whisper,Regal Cinema,,15-07-2020,13:30,15-07-2020,Premium,4,369.71,25,1119.14,Online,Paid,Box Office,"A13,C28,B12,A29",6,Cancelled,Agent C,FALSE,BKG45821,Screen 2,Combo,FREESNACK,100
ORD100522,CUST84080,Ravi Kumar,ravi779@example.com,12345,The Silent Echo,PVR Phoenix,Mumbai,17-02-2019,21:00,24-01-2019,Regular,0,940.02,0,-187.71,Cash,Paid,Online,,4,Cancelled,Agent A,FALSE,BKG80651,Screen 3,Single,NEW50,200
ORD105641,CUST58140,Ravi Kumar,ravi919@example.com,9.18858E+11,Hidden Truths,Inox Mall,,02-05-2020,12:30,30-04-2020,premium ,4,0,50,0,UPI,Paid,Online,"B3,C29,A4,C26",-1,,,,BKG29558,Screen 3,Combo,,50
ORD108691,CUST11234,Amit Sharma,amit21example.com,9.16196E+11,Space Riders,Cinepolis Plaza,,02-12-2023,14:30,18-11-2023,Premium,,1400.25,15,,Online,Paid,Online,,,Late arrival,,FALSE,BKG51585,Screen 1,Family,NEW50,50
ORD102295,CUST87802,Ravi Kumar,ravi835@example.com,98765 43210,Ocean's Whisper,Cinepolis Plaza,Bengaluru,12-08-2024,10:00,11-08-2024,VIP,0,1471.88,-5,3957.8,Card,Failed,Third-Party,,5,,Agent C,FALSE,BKG82892,Screen 1,Single,save10,50
ORD105985,CUST66522,Amit Sharma,amit907@example.com,9.18216E+11,Broken Strings,Cinepolis Plaza,Bengaluru,29-09-2019,15:00,14-09-2019,Reguler,0,690.57,0,,Cash,,third party,,2,,,,BKG49063,Screen 3,Single,,100
ORD101301,CUST67256,,user831@example.com,12345,Broken Strings,Cinepolis Plaza,,07-10-2021,14:30,23-09-2021,Regular,4,534.03,15,1795.69,card,Pending,third party,"B8,A21,C2,A30",,VIP guest,,TRUE,BKG97184,,Family,save10,200
ORD100111,CUST35510,Sangeetha K,sangeetha232@example.com,9.18423E+11,Space Riders,,Delhi,18-12-2019,19:30,23-11-2019,,,191.39,0,,,,third party,,-1,,Agent B,FALSE,BKG61747,Screen 1,Combo,NEW50,50
ORD108334,CUST75089,,user610@example.com,,The Last Frontier,Inox Mall,Ahmedabad,14-04-2022,12:45,30-03-2022,Regular,,1112.13,5,,Cahs,,third party,,4,,Agent B,FALSE,BKG33712,Screen 3,Combo,save10,10
ORD101371,CUST75205,John Doe,john316@example.com,9.17453E+11,Broken Strings,PVR Phoenix,Ahmedabad,17-11-2021,10:45,27-10-2021,,4,832.12,,3328.49,,Paid,,"A23,A25,A23,A4",-1,Cancelled,,TRUE,BKG50277,,Single,save10,100
ORD107443,CUST91064,Priya Singh,priya549@example.com,,The Last Frontier,,Bengaluru,21-12-2023,17:30,20-12-2023,,2,1425.2,0,2850.41,Cahs,,Third-Party,"C4,A19",-1,,Agent C,,BKG34679,Screen 3,,,100
ORD108769,CUST93435,Amit Sharma,amit586@example.com,12345,Love & Pixels,Grand Theatre,Bengaluru,08-05-2024,17:45,19-04-2024,VIP,0,1435.85,0,,,Failed,,,1,Late arrival,Agent B,FALSE,BKG28413,Screen 3,,,0
ORD109686,CUST62662,Amit Sharma,amit77@example.com,,Space Riders,Inox Mall,Pune,07-11-2020,19:45,12-10-2020,,3,1207.16,-5,3782.54,Card,,third party,"C25,B8,B27",6,Cancelled,Agent A,,BKG14681,Screen 3,Combo,NEW50,10
ORD106824,CUST92075,Ravi Kumar,ravi665@example.com,,,Regal Cinema,Pune,11-04-2022,19:45,01-04-2022,Reguler,2,1120.84,,2221.68,,Pending,Online,"C30,C1",5,Late arrival,Agent A,FALSE,BKG65415,Screen 3,,,
ORD105803,CUST25885,Priya Singh,priya843@example.com,,Broken Strings,Inox Mall,Hyderabad,25-06-2023,17:00,08-06-2023,Regular,-1,411.58,5,,Cash,Pending,online,,5,VIP guest,Agent C,FALSE,BKG18862,,Family,NEW50,0
ORD104726,CUST48108,Sangeetha K,sangeetha913@example.com,98765 43210,Space Riders,PVR Phoenix,Mumbai,30-05-2019,20:00,27-05-2019,Regular,1,1008.08,10,887.27,UPI,Paid,third party,A26,6,,Agent B,TRUE,BKG60051,Screen 1,,,
ORD103012,CUST63062,Priya Singh,priya399@example.com,12345,The Silent Echo,Cinepolis Plaza,Hyderabad,20-04-2020,18:30,22-03-2020,,-1,827.33,10,,Online,,Third-Party,,1,,Agent A,TRUE,BKG17012,Screen 3,,,100
ORD106270,CUST16784,Sangeetha K,,,Broken Strings,Inox Mall,Bengaluru,03-05-2024,12:15,05-04-2024,Balcony,0,-50,,938.89,Cahs,Paid,,,2,,Agent C,,BKG24737,Screen 2,Family,save10,0
ORD106746,CUST84714,,user392@example.com,12345,The Silent Echo,PVR Phoenix,Kolkata,09-04-2022,09:15,31-03-2022,Premium,-1,148.54,50,,UPI,,,,-1,,Agent C,,BKG74811,Screen 1,Single,,0
ORD100856,CUST49847,Priya Singh,priya742@example.com,,Final Alarm,Grand Theatre,Pune,20-12-2022,23:15,29-11-2022,VIP,,766.08,25,,,Pending,,,,,,FALSE,BKG74818,Screen 2,,save10,10
ORD103321,CUST64128,,user968@example.com,98765 43210,House of Tricks,Regal Cinema,Delhi,29-03-2020,11:15,19-03-2020,Premium,3,545.21,50,827.82,,Pending,Third-Party,"B25,C7,B13",4,,Agent B,TRUE,BKG58442,Screen 3,,NEW50,10
ORD106430,CUST52017,Priya Singh,priya849@example.com,98765 43210,Hidden Truths,Inox Mall,Pune,08-02-2021,15:45,06-02-2021,VIP,1,881.13,25,640.85,card,Failed,,A8,-1,VIP guest,Agent A,TRUE,BKG59919,Screen 1,Combo,,10
ORD102183,CUST96000,,user629@example.com,9.17192E+11,The Last Frontier,,Ahmedabad,06-02-2020,16:45,21-01-2020,premium ,0,404.4,15,,Card,Paid,Third-Party,,,VIP guest,Agent C,FALSE,BKG28309,,Family,FREESNACK,50
ORD100469,CUST92084,Ravi Kumar,ravi24@example.com,9.1806E+11,Space Riders,Inox Mall,Delhi,17-06-2023,19:45,17-06-2023,premium ,0,386.94,,,Card,Paid,,,2,VIP guest,Agent C,FALSE,BKG45033,Screen 1,Family,FREESNACK,0
ORD103146,CUST1201,John Doe,john861@example.com,9.17422E+11,Broken Strings,Grand Theatre,Ahmedabad,01-08-2023,15:15,23-07-2023,,2,1399.34,10,2518.82,Cahs,Pending,Third-Party,"B6,B24",4,Cancelled,Agent A,TRUE,BKG76632,Screen 2,Single,save10,
ORD106133,CUST56279,Sangeetha K,sangeetha233@example.com,9.18842E+11,House of Tricks,Regal Cinema,Mumbai,01-10-2021,23:45,12-09-2021,Reguler,4,833.57,25,2510.71,UPI,Paid,,"B12,C16,C5,B21",1,VIP guest,Agent C,TRUE,BKG15755,Screen 3,Family,save10,0
ORD106900,CUST52428,Sangeetha K,,98765 43210,Midnight Sonata,PVR Phoenix,Kolkata,25-08-2023,18:30,27-07-2023,Balcony,-1,1074.7,10,,Cahs,Paid,Online,,2,,Agent A,FALSE,BKG88592,Screen 2,Single,,0
ORD108688,CUST95259,Sangeetha K,sangeetha656@example.com,,The Last Frontier,Grand Theatre,Chennai,06-03-2024,11:30,12-02-2024,Premium,1,702.92,10,632.63,,Paid,,A19,4,Late arrival,Agent A,TRUE,BKG50358,Screen 3,Combo,,200
ORD102965,CUST21563,John Doe,john912@example.com,,The Silent Echo,Regal Cinema,Chennai,18-04-2025,16:15,28-03-2025,VIP,1,1433.99,-5,1485.68,,Pending,,C1,,,Agent C,FALSE,BKG81610,Screen 3,,save10,200
ORD105528,CUST23916,,user233@example.com,9.17509E+11,Broken Strings,Cinepolis Plaza,Mumbai,22-08-2024,16:30,04-08-2024,Premium,3,444,15,1132.21,Card,,online,"B15,C13,C19",1,Late arrival,Agent B,FALSE,BKG76447,,Single,,0
ORD104844,CUST77145,,user644@example.com,12345,Space Riders,Grand Theatre,Bengaluru,15-12-2023,15:30,08-12-2023,Balcony,1,1062.16,,1042.16,Card,Paid,Third-Party,B2,6,Late arrival,Agent C,FALSE,BKG51403,Screen 2,,,0
ORD102030,CUST65999,Sangeetha K,sangeetha969@example.com,9.18349E+11,Broken Strings,Regal Cinema,,09-07-2021,14:15,05-07-2021,Reguler,1,213.72,5,203.03,,Paid,online,A4,-1,VIP guest,Agent C,FALSE,BKG36415,Screen 1,,NEW50,200
ORD104767,CUST29797,,user898@example.com,12345,Love & Pixels,Regal Cinema,Chennai,14-01-2019,09:30,19-12-2018,premium ,,112.68,15,,card,,Third-Party,,4,,Agent B,FALSE,BKG33547,Screen 1,Family,,100
ORD109365,CUST39795,Priya Singh,priya121@example.com,12345,House of Tricks,,Chennai,10-05-2021,10:30,17-04-2021,VIP,3,370.44,5,1035.76,Card,,online,"C27,C25,A9",,,Agent B,FALSE,BKG73522,Screen 2,Family,FREESNACK,50
ORD108871,CUST43032,Ravi Kumar,ravi607@example.com,,Ocean's Whisper,Inox Mall,Hyderabad,08-02-2019,19:45,19-01-2019,VIP,,1484.74,50,,,Paid,,,1,,,FALSE,BKG28631,Screen 2,,save10,0
ORD108130,CUST58976,,user103@example.com,12345,Final Alarm,Grand Theatre,Pune,12-08-2021,17:45,06-08-2021,Premium,3,687.91,5,1960.53,Cash,Failed,Online,"A4,A13,C22",,,Agent A,FALSE,BKG85799,Screen 1,,save10,100
ORD103401,CUST96033,Sangeetha K,sangeetha37@example.com,12345,Hidden Truths,Cinepolis Plaza,Kolkata,06-03-2023,11:45,08-02-2023,Balcony,0,463.93,25,,Card,Pending,Third-Party,,2,VIP guest,,TRUE,BKG28328,Screen 1,Combo,save10,100
ORD107511,CUST2923,,user624@example.com,98765 43210,,PVR Phoenix,Hyderabad,02-02-2022,12:30,26-01-2022,Premium,3,424.48,,1283.43,Online,Paid,,"B28,A6,B17",,Cancelled,Agent B,FALSE,BKG62845,Screen 2,Combo,NEW50,200
ORD107873,CUST46573,Sangeetha K,sangeetha474@example.com,12345,Hidden Truths,Cinepolis Plaza,Chennai,08-11-2023,15:15,17-10-2023,VIP,0,293.09,25,,,Failed,online,,1,VIP guest,,FALSE,BKG59832,Screen 2,Family,NEW50,200
ORD104708,CUST41153,John Doe,john888@example.com,,The Silent Echo,Cinepolis Plaza,Delhi,11-04-2025,11:45,22-03-2025,VIP,1,1228.87,50,614.43,Card,Failed,Third-Party,B5,,Cancelled,,TRUE,BKG82234,,Single,,
ORD105969,CUST80761,John Doe,john589@example.com,9.17792E+11,,Grand Theatre,Kolkata,31-12-2019,13:30,05-12-2019,Premium,3,1355.91,5,3874.36,Card,Paid,Third-Party,"B14,A22,A19",6,VIP guest,Agent B,FALSE,BKG23696,,,NEW50,200
ORD100353,CUST63975,John Doe,john103@example.com,12345,,Cinepolis Plaza,Pune,30-04-2023,20:00,16-04-2023,premium ,2,-50,25,-65,Card,,Online,"C10,A21",-1,,Agent C,FALSE,BKG70076,Screen 3,Single,FREESNACK,10
ORD108141,CUST19090,,user51@example.com,,Ocean's Whisper,,Bengaluru,30-04-2022,14:45,10-04-2022,,0,1414.58,25,,Card,Failed,Online,,5,,Agent A,,BKG50699,Screen 3,Single,,200
ORD100107,CUST93691,Ravi Kumar,ravi952@example.com,98765 43210,,Grand Theatre,Bengaluru,30-03-2023,13:30,26-03-2023,Regular,-1,916.35,,,,Paid,Box Office,,,,Agent B,TRUE,BKG75035,Screen 2,Family,NEW50,0
ORD109192,CUST47593,Amit Sharma,amit731@example.com,12345,The Silent Echo,PVR Phoenix,Delhi,11-05-2021,12:45,06-05-2021,premium ,1,625.45,-5,666.72,Cahs,,Online,B15,4,Cancelled,Agent C,TRUE,BKG62932,,Family,save10,
ORD103551,CUST56943,Amit Sharma,,12345,Hidden Truths,Cinepolis Plaza,Kolkata,14-01-2022,10:45,27-12-2021,Premium,-1,1130.1,5,,Cash,Paid,Third-Party,,3,,Agent C,TRUE,BKG12737,Screen 1,,,100
ORD105732,CUST61462,Amit Sharma,amit57@example.com,12345,Midnight Sonata,,,12-04-2019,21:15,18-03-2019,Regular,-1,105.76,25,,Cash,Paid,Third-Party,,1,Late arrival,,,BKG54331,Screen 2,Family,,10
ORD109439,CUST96011,John Doe,john68@example.com,9.18767E+11,Final Alarm,Cinepolis Plaza,Pune,30-01-2024,22:45,06-01-2024,,0,723.84,15,,Card,Pending,third party,,2,Late arrival,,FALSE,BKG65666,Screen 3,Single,NEW50,200
ORD104216,CUST34041,,user83@example.com,9.16301E+11,The Last Frontier,PVR Phoenix,Bengaluru,31-07-2025,23:00,20-07-2025,Reguler,1,854.13,0,864.13,Cash,Failed,Third-Party,B6,2,,Agent B,FALSE,BKG47515,Screen 2,Family,NEW50,10
ORD103469,CUST3286,Amit Sharma,amit277@example.com,98765 43210,Love & Pixels,Inox Mall,Kolkata,22-04-2021,19:15,22-04-2021,Premium,1,182,-5,191.1,card,Paid,Box Office,C5,3,Cancelled,,TRUE,BKG89206,Screen 2,Combo,NEW50,
ORD107734,CUST80802,,user663@example.com,9.1982E+11,Love & Pixels,Grand Theatre,Delhi,08-03-2025,22:15,22-02-2025,premium ,3,1136.44,5,3238.85,Cahs,,Third-Party,"A4,A13,B4",,Late arrival,Agent B,FALSE,BKG37168,Screen 3,Single,,0
ORD104460,CUST41166,Sangeetha K,sangeetha895@example.com,,Midnight Sonata,Cinepolis Plaza,Kolkata,12-11-2021,12:45,10-11-2021,Reguler,3,1386.83,0,4170.49,Cahs,Pending,Online,"C24,B11,C5",2,Cancelled,Agent A,TRUE,BKG83424,,Family,save10,0
ORD103533,CUST54389,,user441@example.com,9.18963E+11,The Silent Echo,Regal Cinema,Delhi,26-10-2024,16:00,09-10-2024,Regular,1,270.19,15,239.66,UPI,,Third-Party,B11,6,,Agent A,FALSE,BKG88483,Screen 2,Family,save10,50
